species,input_area,lh_param,data_area,method_or_source,estimate,version
shortspine thornyhead,multi_region,temp_C,NA,NA,NA,1
shortspine thornyhead,multi_region,vbgf_k_cm-1,NA,NA,NA,1
shortspine thornyhead,multi_region,vbgf_linf_cm,NA,NA,NA,1
shortspine thornyhead,WC,dry_weight_g,NA,NA,NA,1
shortspine thornyhead,WC,gsi,NA,NA,NA,1
shortspine thornyhead,WC,maxage_yr,WC,Jacobson 1990,150,1
shortspine thornyhead,WC,maxage_yr,WC,Kline 1996 (conventional ageing),115,2
shortspine thornyhead,WC,maxage_yr,WC,Kline 1996 (radiochemical ageing),100,3
shortspine thornyhead,WC,temp_C,NA,NA,NA,1
shortspine thornyhead,WC,vbgf_k_cm-1,NA,NA,NA,1
shortspine thornyhead,WC,vbgf_linf_cm,NA,NA,NA,1
silvergray rockfish,AI,dry_weight_g,NA,NA,NA,1
silvergray rockfish,AI,gsi,NA,NA,NA,1
silvergray rockfish,AI,maxage_yr,NA,NA,NA,1
silvergray rockfish,AI,temp_C,NA,NA,NA,1
silvergray rockfish,AI,vbgf_k_cm-1,NA,NA,NA,1
silvergray rockfish,AI,vbgf_linf_cm,NA,NA,NA,1
silvergray rockfish,BC,dry_weight_g,NA,NA,NA,1
silvergray rockfish,BC,gsi,NA,NA,NA,1
silvergray rockfish,BC,maxage_yr,BC,ADF&G Age Determination Unit website,81,1
silvergray rockfish,BC,temp_C,NA,NA,NA,1
silvergray rockfish,BC,vbgf_k_cm-1,NA,NA,NA,1
silvergray rockfish,BC,vbgf_linf_cm,NA,NA,NA,1
silvergray rockfish,BS,dry_weight_g,NA,NA,NA,1
silvergray rockfish,BS,gsi,NA,NA,NA,1
silvergray rockfish,BS,maxage_yr,NA,NA,NA,1
silvergray rockfish,BS,temp_C,NA,NA,NA,1
silvergray rockfish,BS,vbgf_k_cm-1,NA,NA,NA,1
silvergray rockfish,BS,vbgf_linf_cm,NA,NA,NA,1
silvergray rockfish,GOA,dry_weight_g,GOA,McCoy and Gillooly 2008,1960,1
silvergray rockfish,GOA,gsi,NA,NA,NA,1
silvergray rockfish,GOA,maxage_yr,GOA,AFSC max age,79,1
silvergray rockfish,GOA,maxage_yr,GOA,AFSC mean top 5,70.8,2
silvergray rockfish,GOA,maxage_yr,EGOA,Malecha et al. 2007,75,3
silvergray rockfish,GOA,temp_C,GOA,McCoy and Gillooly 2008,7,1
silvergray rockfish,GOA,vbgf_k_cm-1,NA,NA,NA,1
silvergray rockfish,GOA,vbgf_linf_cm,NA,NA,NA,1
silvergray rockfish,multi_region,dry_weight_g,NA,NA,NA,1
silvergray rockfish,multi_region,gsi,NA,NA,NA,1
silvergray rockfish,multi_region,maxage_yr,NA,NA,NA,1
silvergray rockfish,multi_region,temp_C,NA,NA,NA,1
silvergray rockfish,multi_region,vbgf_k_cm-1,NA,NA,NA,1
silvergray rockfish,multi_region,vbgf_linf_cm,NA,NA,NA,1
silvergray rockfish,WC,dry_weight_g,NA,NA,NA,1
silvergray rockfish,WC,gsi,NA,NA,NA,1
silvergray rockfish,WC,maxage_yr,NA,NA,NA,1
silvergray rockfish,WC,temp_C,NA,NA,NA,1
silvergray rockfish,WC,vbgf_k_cm-1,NA,NA,NA,1
silvergray rockfish,WC,vbgf_linf_cm,NA,NA,NA,1
yelloweye rockfish,AI,dry_weight_g,NA,NA,NA,1
yelloweye rockfish,AI,gsi,NA,NA,NA,1
yelloweye rockfish,AI,maxage_yr,NA,NA,NA,1
yelloweye rockfish,AI,temp_C,NA,NA,NA,1
yelloweye rockfish,AI,vbgf_k_cm-1,NA,NA,NA,1
yelloweye rockfish,AI,vbgf_linf_cm,NA,NA,NA,1
yelloweye rockfish,BC,dry_weight_g,NA,NA,NA,1
yelloweye rockfish,BC,gsi,NA,NA,NA,1
yelloweye rockfish,BC,maxage_yr,BC,DFO 2018,115,1
yelloweye rockfish,BC,temp_C,NA,NA,NA,1
yelloweye rockfish,BC,vbgf_k_cm-1,NA,NA,NA,1
yelloweye rockfish,BC,vbgf_linf_cm,NA,NA,NA,1
yelloweye rockfish,BS,dry_weight_g,NA,NA,NA,1
yelloweye rockfish,BS,gsi,NA,NA,NA,1
yelloweye rockfish,BS,maxage_yr,NA,NA,NA,1
yelloweye rockfish,BS,temp_C,NA,NA,NA,1
yelloweye rockfish,BS,vbgf_k_cm-1,NA,NA,NA,1
yelloweye rockfish,BS,vbgf_linf_cm,NA,NA,NA,1
yelloweye rockfish,GOA,dry_weight_g,GOA,McCoy and Gillooly 2008,4200,1
yelloweye rockfish,GOA,gsi,PWS/NGOA,Arthur 2020,0.0285,1
yelloweye rockfish,GOA,maxage_yr,GOA - Southern Southeast AK (SSEA),ADF&G Age Determination Unit website,122,1
yelloweye rockfish,GOA,maxage_yr,Cook Inlet,Bechtol 1998,114,2
yelloweye rockfish,GOA,maxage_yr,SEAK,O'Connell and Funk 1987,118,3
yelloweye rockfish,GOA,temp_C,GOA,McCoy and Gillooly 2008,6,1
yelloweye rockfish,GOA,vbgf_k_cm-1,NA,NA,NA,1
yelloweye rockfish,GOA,vbgf_linf_cm,NA,NA,NA,1
yelloweye rockfish,multi_region,dry_weight_g,NA,NA,NA,1
yelloweye rockfish,multi_region,gsi,NA,NA,NA,1
yelloweye rockfish,multi_region,maxage_yr,NA,NA,NA,1
yelloweye rockfish,multi_region,temp_C,NA,NA,NA,1
yelloweye rockfish,multi_region,vbgf_k_cm-1,NA,NA,NA,1
yelloweye rockfish,multi_region,vbgf_linf_cm,NA,NA,NA,1
yelloweye rockfish,WC,dry_weight_g,NA,NA,NA,1
yelloweye rockfish,WC,gsi,NA,NA,NA,1
yelloweye rockfish,WC,maxage_yr,NA,NA,NA,1
yelloweye rockfish,WC,temp_C,NA,NA,NA,1
yelloweye rockfish,WC,vbgf_k_cm-1,NA,NA,NA,1
yelloweye rockfish,WC,vbgf_linf_cm,NA,NA,NA,1
